iso3,ADMIN0,ADMIN1,centroid_lat,centroid_lon
LBR,Liberia,Montserrado,6.434952421927358,-10.58640467511394
LBR,Liberia,Nimba,7.201678710452897,-8.469504301751378
LBR,Liberia,River Gee,5.330634529870653,-8.082844281393978
LBR,Liberia,Rivercess,6.1481190312292595,-9.333490287098243
LBR,Liberia,Sinoe,5.41284562123245,-9.223466356917516
LKA,Sri Lanka,Ampara,7.27560448062077,81.51548071303407
LKA,Sri Lanka,Anuradhapura,8.368062716540168,80.5108850015682
LKA,Sri Lanka,Badulla,7.091190248532298,81.0317666688865
LKA,Sri Lanka,Batticaloa,7.794014678671194,81.47178925646881
LKA,Sri Lanka,Colombo,6.885838637561673,80.04042841789561
LKA,Sri Lanka,Galle,6.243531184270306,80.232193225574
LKA,Sri Lanka,Gampaha,7.12786825870351,80.00681120026782
LKA,Sri Lanka,Hambantota,6.228603588174261,80.99873333829198
LKA,Sri Lanka,Jaffna,9.68224091158964,80.10997578643878
LKA,Sri Lanka,Kalutara,6.588718782901829,80.12016415487655
LKA,Sri Lanka,Kandy,7.319498073053069,80.72391442630479
LKA,Sri Lanka,Kegalle,7.106848507481084,80.3533227968679
LKA,Sri Lanka,Kurunegala,7.649729257564319,80.24576564436305
LKA,Sri Lanka,Mannar,8.853805103385728,80.09277974377542
LKA,Sri Lanka,Matale,7.6565671796019,80.73348269152602
LKA,Sri Lanka,Matara,6.147703337026664,80.53226336241141
LKA,Sri Lanka,Moneragala,6.7919186922225485,81.30143093896353
LKA,Sri Lanka,Mullaitivu,9.175234123155684,80.54646144575297
LKA,Sri Lanka,Nuwara Eliya,6.988254252809734,80.71386116930923
LKA,Sri Lanka,Polonnaruwa,7.977578960660328,81.00581497316269
LKA,Sri Lanka,Puttalam,7.936403897549959,79.91651163706011
LKA,Sri Lanka,Ratnapura,6.589203601010509,80.59369161565856
LKA,Sri Lanka,Trincomalee,8.517855919260112,81.090689935047
LKA,Sri Lanka,Vavuniya,8.863565772522593,80.46100278775667
LSO,Lesotho,Berea,-29.191285655371733,27.9243754385027
LSO,Lesotho,Butha-Buthe,-28.79570221928452,28.535954924737567
LSO,Lesotho,Leribe,-28.989806428946295,28.23077584627175
LSO,Lesotho,Mafeteng,-29.781160594632187,27.51890050035555
LSO,Lesotho,Maseru,-29.567133227865284,27.785405374021003
LSO,Lesotho,Mohale's Hoek,-30.048333839082332,27.80497971674579
LSO,Lesotho,Mokhotlong,-29.220836362709388,29.03515641977523
LSO,Lesotho,Qacha's Nek,-29.961055564148875,28.75077186437829
LSO,Lesotho,Quthing,-30.325523224098635,28.011737741080207
LSO,Lesotho,Thaba-Tseka,-29.57113064582968,28.593712368416213
MAR,Morocco,Chaouia - Ouardigha,33.03091040190977,-7.155220047511547
MAR,Morocco,Fès - Boulemane,33.46189891997154,-4.236236276337103
MAR,Morocco,Gharb - Chrarda - Béni Hssen,34.517211497643686,-5.968296568145492
MAR,Morocco,Grand Casablanca,33.54506274759135,-7.552430952274076
MAR,Morocco,Guelmim - Es-Semara,28.805655830574857,-9.194935816633445
MAR,Morocco,Laâyoune - Boujdour - Sakia El H,27.901928950145287,-12.245569398614409
MAR,Morocco,Marrakech - Tensift - Al Haouz,31.59473149016846,-8.355723433706459
MAR,Morocco,Meknès - Tafilalet,32.032545982005814,-4.811490325911669
MAR,Morocco,Oriental,33.446218888567294,-2.569256978709378
MAR,Morocco,Rabat - Salé - Zemmour - Zaer,33.70965008003346,-6.388178707103631
MAR,Morocco,Souss - Massa - Draâ,30.46809372583138,-7.4295882904535455
MAR,Morocco,Tadla - Azilal,32.13900082330405,-6.44691219795701
MAR,Morocco,Tanger - Tétouan,35.24751996743846,-5.431502304257092
MAR,Morocco,Taza - Al Hoceima - Taounate,34.43768923935122,-4.123691324710274
MDA,Moldova,Anenii Noi,46.925434325890656,29.24740565007537
MDA,Moldova,Basarabeasca,46.41167698725564,28.92104287905742
MDA,Moldova,Bender,46.85743731538589,29.464397883246555
MDA,Moldova,Bălţi,47.764045837534894,27.93159060181703
MDA,Moldova,Cahul,45.85647843749325,28.28015175492914
MDA,Moldova,Cantemir,46.24884355094106,28.344883974626494
MDA,Moldova,Causeni,46.62012989592334,29.28300499099902
MDA,Moldova,Chişinău,47.01296051602788,28.907718189181395
MDA,Moldova,Criuleni,47.13814743500394,29.064822985181497
MDA,Moldova,Dubăsari,47.27100867731548,29.096723137534504
MDA,Moldova,Edineţ,48.11984046670646,27.312706656581184
MDA,Moldova,Făleşti,47.549387333385035,27.736867926589827
MDA,Moldova,Glodeni,47.735245431316,27.517866260204073
MDA,Moldova,Găgăuzia,46.07619175227872,28.663917245040757
MDA,Moldova,Hîncesti,46.83459549920866,28.402022403325564
MDA,Moldova,Leova,46.55231778958191,28.393636729452243
MDA,Moldova,Orhei,47.395772079895885,28.814113949769176
MDA,Moldova,Rîşcani,47.90750881287499,27.520703713428407
MDA,Moldova,Soroca,48.13732389397029,28.18814887128943
MDA,Moldova,Taraclia,45.943376118226794,28.645613189886696
MDA,Moldova,Transnistria,47.32422608932985,29.339385398232757
MDA,Moldova,Ungheni,47.267740492757035,27.90720591361669
MDG,Madagascar,Antananarivo,-18.45253511230276,47.45178764183533
MDG,Madagascar,Antsiranana,-13.34014036584328,48.93236288070051
MDG,Madagascar,Fianarantsoa,-20.49914223950052,46.65273055527646
MDG,Madagascar,Mahajanga,-17.227636585073128,47.00733707334302
MDG,Madagascar,Toamasina,-17.912372520887576,48.32488617774678
MDG,Madagascar,Toliary,-24.806677159186176,45.430744106612494
MLI,Mali,Bamako,12.625379144792753,-7.976211320096249
MLI,Mali,Gao,15.66642851166857,0.6725843352074481
MLI,Mali,Kayes,13.732769587250765,-10.553957082676323
MLI,Mali,Kidal,19.610715745515098,2.170801987823495
MLI,Mali,Koulikoro,13.875760783368351,-7.272428712347601
MLI,Mali,Mopti,14.515613897918524,-3.6201159661234414
MLI,Mali,Sikasso,11.326754759016447,-7.354387020303557
MLI,Mali,Ségou,13.036813320327491,-6.61680626237907
MLI,Mali,Timbuktu,16.26385953277171,-3.3561982698613373
MMR,Myanmar,Ayeyarwady,16.876216875004346,94.71821399095238
MMR,Myanmar,Bago,17.696249621968278,96.61114182010084
MMR,Myanmar,Chin,21.47477910162183,93.42653755114884
MMR,Myanmar,Kachin,24.256755638748583,97.17241629096364
MMR,Myanmar,Kayah,18.924143512842,97.4329979688774
MMR,Myanmar,Kayin,15.973152469793392,98.23335498345418
MMR,Myanmar,Magway,20.249335288077894,95.34311495376664
MMR,Myanmar,Mandalay,21.595714988502316,96.25339466542364
MMR,Myanmar,Mon,15.779516364993016,97.83446728494684
MMR,Myanmar,Naypyitaw,19.721382268316084,96.09526110948995
MMR,Myanmar,Rakhine,20.804912688863205,92.69075123301538
MMR,Myanmar,Sagaing,25.7980389468698,95.55726152089964
MMR,Myanmar,Shan,21.58210587571931,99.60613354630262
MMR,Myanmar,Tanintharyi,14.116786974479586,98.45738397851656
MMR,Myanmar,Yangon,16.862649601651437,96.11947550798914
MNG,Mongolia,Arhangay,47.87859778933498,101.0391415085254
MNG,Mongolia,Bayan-Ölgiy,48.55652985209004,89.85977137243916
